Students_Count,Quantity_Prepared,Quantity_Sold,Food_Waste,Rating,Fact_ID,Food_ID,Weather_ID,Meal_ID,Date_ID,Revenue
406,132,88,44,4.9,4854,6,1,2,99,7920
550,157,138,19,4.0,4855,3,4,1,298,8280
162,81,25,56,3.6,4856,3,3,2,4,1500
268,114,53,61,3.2,4857,9,4,3,42,1590
382,128,86,42,3.3,4858,8,3,3,69,2150
210,86,24,62,3.2,4859,1,6,2,198,960
280,114,66,48,3.8,4860,3,5,1,86,3960
455,124,73,51,3.1,4861,2,5,1,305,2555
495,162,147,15,4.6,4862,5,4,1,11,2940
492,162,152,10,4.7,4863,1,4,3,278,6080
434,151,119,32,3.3,4864,9,1,3,170,3570
527,147,114,33,4.1,4865,10,6,1,138,2850
486,150,116,34,3.2,4866,9,6,1,261,3480
405,140,101,39,4.8,4867,4,3,3,191,1515
287,119,62,57,4.0,4868,8,3,3,250,1550
380,121,70,51,4.7,4869,5,4,1,170,1400
228,96,34,62,4.4,4870,8,6,1,68,850
381,124,78,46,3.3,4871,6,6,1,66,7020
180,87,31,56,4.4,4872,8,3,2,210,775
438,157,135,22,4.4,4873,9,3,3,20,4050
237,92,37,55,3.7,4874,10,6,1,97,925
233,88,35,53,4.2,4875,1,3,2,240,1400
490,155,138,17,4.1,4876,4,1,2,90,2070
296,120,65,55,4.2,4877,9,1,3,227,1950
557,159,137,22,4.2,4878,4,3,3,195,2055
363,120,74,46,4.9,4879,9,3,2,245,2220
593,184,175,9,4.9,4880,7,2,1,288,12250
586,163,146,17,3.5,4881,1,5,1,253,5840
503,145,117,28,3.4,4882,6,2,1,323,10530
597,179,179,0,4.7,4883,8,1,3,186,4475
261,107,48,59,3.6,4884,8,5,3,289,1200
528,157,142,15,3.6,4885,5,3,3,8,2840
203,87,29,58,3.5,4886,5,4,1,127,580
478,167,152,15,4.3,4887,10,1,3,170,3800
241,96,38,58,3.2,4888,6,3,2,20,3420
469,160,142,18,3.5,4889,8,2,1,338,3550
238,93,36,57,4.2,4890,2,4,2,343,1260
279,109,56,53,4.8,4891,8,1,3,221,1400
341,114,66,48,3.0,4892,10,6,2,299,1650
283,119,64,55,4.7,4893,5,1,3,142,1280
501,144,110,34,4.6,4894,8,2,2,193,2750
316,124,69,55,4.4,4895,6,6,1,184,6210
357,127,82,45,4.3,4896,6,1,1,295,7380
255,110,58,52,3.1,4897,6,6,1,227,5220
156,83,26,57,3.8,4898,4,4,2,209,390
470,164,149,15,4.2,4899,2,1,3,3,5215
401,126,72,54,3.8,4900,9,6,1,127,2160
329,114,55,59,3.6,4901,5,6,3,133,1100
191,81,19,62,4.5,4902,3,1,2,156,1140
435,157,142,15,4.0,4903,8,3,3,198,3550
207,92,27,65,3.5,4904,8,2,2,244,675
301,99,41,58,4.2,4905,9,5,2,233,1230
566,163,146,17,3.3,4906,2,3,2,65,5110
296,116,58,58,3.5,4907,5,5,2,146,1160
264,97,45,52,4.1,4908,10,1,2,79,1125
446,139,107,32,3.6,4909,7,1,1,14,7490
289,111,60,51,3.9,4910,2,4,2,348,2100
407,117,62,55,4.0,4911,2,2,2,120,2170
478,153,127,26,3.0,4912,2,6,3,90,4445
170,85,30,55,4.3,4913,5,1,2,335,600
545,175,169,6,3.7,4914,1,1,3,219,6760
597,181,181,0,3.8,4915,1,5,2,16,7240
516,154,128,26,4.4,4916,4,5,3,326,1920
317,103,40,63,4.0,4917,10,2,1,185,1000
489,153,131,22,3.6,4918,8,5,3,130,3275
598,162,145,17,3.1,4919,1,5,2,273,5800
314,106,45,61,4.6,4920,3,4,2,310,2700
545,140,102,38,4.4,4921,10,4,1,212,2550
546,175,173,2,4.8,4922,7,4,2,83,12110
522,147,111,36,3.3,4923,7,6,2,290,7770
574,162,150,12,4.7,4924,9,4,2,284,4500
562,177,177,0,4.0,4925,10,1,1,81,4425
290,104,42,62,3.4,4926,2,3,1,39,1470
280,105,54,51,3.4,4927,10,6,3,183,1350
169,82,20,62,4.5,4928,6,1,3,22,1800
215,91,36,55,3.6,4929,5,1,2,223,720
324,119,69,50,4.7,4930,9,2,1,59,2070
320,112,54,58,3.3,4931,3,5,2,207,3240
161,82,18,64,3.0,4932,8,1,2,16,450
358,122,72,50,4.1,4933,6,2,1,246,6480
416,156,136,20,4.8,4934,8,5,3,332,3400
504,142,111,31,4.9,4935,3,6,2,332,6660
561,196,190,6,5.0,4936,5,1,3,254,3800
408,124,77,47,4.3,4937,1,4,1,150,3080
177,92,36,56,4.2,4938,4,6,3,180,540
391,134,96,38,4.8,4939,3,6,1,70,5760
362,122,72,50,4.6,4940,3,4,2,10,4320
325,110,53,57,3.6,4941,4,4,1,128,795
278,107,56,51,4.7,4942,3,6,1,299,3360
545,142,100,42,3.3,4943,7,6,1,287,7000
311,106,42,64,4.1,4944,2,1,1,183,1470
246,93,37,56,4.5,4945,3,6,1,98,2220
311,119,62,57,3.8,4946,9,1,3,72,1860
559,170,163,7,4.4,4947,8,1,3,124,4075
532,168,161,7,3.9,4948,5,4,2,59,3220
437,153,128,25,4.4,4949,6,5,3,17,11520
177,83,26,57,3.7,4950,3,5,3,187,1560
235,90,35,55,4.6,4951,7,6,1,202,2450
255,106,44,62,3.7,4952,2,4,2,160,1540
421,137,103,34,4.4,4953,6,6,2,107,9270
192,90,24,66,4.5,4954,7,4,2,50,1680
310,123,73,50,3.5,4955,6,4,2,88,6570
572,144,104,40,4.9,4956,3,6,1,196,6240
598,184,180,4,3.7,4957,8,3,3,336,4500
407,139,103,36,4.4,4958,5,3,1,118,2060
342,124,78,46,4.4,4959,6,1,1,275,7020
223,106,54,52,3.3,4960,10,3,3,244,1350
179,88,28,60,4.0,4961,1,3,2,154,1120
273,95,32,63,3.2,4962,10,4,1,153,800
156,82,18,64,4.6,4963,6,3,1,28,1620
329,132,89,43,3.7,4964,6,4,3,175,8010
514,167,163,4,4.1,4965,9,6,1,208,4890
323,127,79,48,4.8,4966,9,5,3,179,2370
185,90,25,65,4.4,4967,9,4,2,322,750
191,93,36,57,4.8,4968,4,4,3,8,540
365,119,67,52,4.3,4969,3,6,2,285,4020
310,103,39,64,3.4,4970,7,5,2,178,2730
246,100,40,60,4.9,4971,4,2,3,347,600
352,108,47,61,3.2,4972,7,3,1,53,3290
440,139,106,33,4.4,4973,4,4,2,192,1590
433,138,106,32,4.0,4974,10,4,2,161,2650
193,99,34,65,3.7,4975,3,3,3,306,2040
283,104,53,51,5.0,4976,1,6,2,92,2120
524,158,134,24,3.0,4977,2,5,3,107,4690
294,100,41,59,3.4,4978,10,1,1,342,1025
442,129,87,42,4.3,4979,5,3,2,194,1740
265,108,47,61,3.3,4980,7,1,3,315,3290
328,116,67,49,3.7,4981,3,4,3,239,4020
467,143,110,33,4.0,4982,4,3,3,128,1650
600,157,140,17,3.3,4983,6,2,1,254,12600
535,167,154,13,4.4,4984,3,5,1,283,9240
255,93,38,55,3.5,4985,4,3,2,318,570
209,89,26,63,4.7,4986,5,6,3,178,520
588,167,158,9,4.9,4987,4,3,1,113,2370
321,119,61,58,4.3,4988,9,2,1,7,1830
388,136,92,44,4.3,4989,5,1,2,69,1840
267,109,55,54,3.1,4990,4,4,3,109,825
584,159,137,22,3.4,4991,4,4,1,230,2055
175,91,34,57,3.6,4992,2,6,3,71,1190
334,120,65,55,4.3,4993,10,5,1,305,1625
229,99,36,63,4.7,4994,3,3,2,194,2160
362,124,74,50,3.1,4995,7,1,2,125,5180
356,122,72,50,4.6,4996,7,3,1,180,5040
318,121,73,48,3.6,4997,4,5,2,80,1095
406,140,105,35,4.9,4998,5,1,2,229,2100
236,94,32,62,4.2,4999,9,2,2,110,960
287,109,57,52,3.2,5000,4,6,3,84,855
579,180,173,7,4.9,5001,4,1,3,362,2595
579,187,187,0,4.9,5002,5,3,3,105,3740
438,140,100,40,3.4,5003,8,4,1,242,2500
384,137,91,46,4.4,5004,7,4,2,258,6370
582,171,161,10,4.6,5005,9,4,2,110,4830
585,171,171,0,3.8,5006,2,5,2,301,5985
222,102,49,53,4.2,5007,3,5,2,228,2940
209,90,34,56,3.9,5008,1,3,3,332,1360
437,145,116,29,4.1,5009,5,1,3,129,2320
219,86,32,54,4.8,5010,10,2,1,151,800
431,150,117,33,3.0,5011,3,6,2,39,7020
352,133,90,43,3.3,5012,4,4,2,48,1350
264,102,44,58,3.7,5013,10,4,1,124,1100
477,139,105,34,4.7,5014,10,2,1,355,2625
451,150,120,30,3.5,5015,3,4,3,343,7200
274,99,43,56,3.0,5016,2,5,1,74,1505
431,154,127,27,4.4,5017,4,3,3,178,1905
407,128,76,52,3.7,5018,9,1,3,265,2280
560,176,173,3,3.3,5019,2,5,1,215,6055
174,89,31,58,3.1,5020,9,6,3,217,930
347,122,72,50,4.5,5021,6,5,1,79,6480
186,93,27,66,3.9,5022,1,6,1,239,1080
281,115,65,50,3.5,5023,7,4,2,56,4550
294,114,56,58,4.6,5024,10,5,2,308,1400
459,131,89,42,4.1,5025,9,1,1,117,2670
184,86,23,63,4.9,5026,10,6,3,90,575
488,165,158,7,3.4,5027,8,3,3,66,3950
194,84,23,61,4.2,5028,5,6,1,253,460
235,89,24,65,3.6,5029,6,3,2,79,2160
528,164,148,16,4.5,5030,2,6,2,125,5180
427,141,104,37,3.8,5031,9,3,1,156,3120
575,182,182,0,3.1,5032,4,5,1,136,2730
481,160,143,17,3.9,5033,1,5,3,356,5720
160,82,22,60,3.5,5034,3,6,2,140,1320
474,152,121,31,3.8,5035,3,3,2,41,7260
235,90,28,62,4.1,5036,9,5,1,102,840
263,100,42,58,4.0,5037,5,2,3,96,840
574,193,191,2,3.1,5038,10,4,3,106,4775
432,144,117,27,3.5,5039,9,6,2,98,3510
313,101,44,57,4.2,5040,10,4,2,104,1100
257,99,40,59,4.1,5041,1,1,1,198,1600
286,110,50,60,3.8,5042,8,3,2,345,1250
246,106,49,57,4.0,5043,5,4,3,178,980
198,86,27,59,3.7,5044,7,3,2,268,1890
518,173,173,0,4.0,5045,10,4,3,266,4325
518,174,174,0,4.0,5046,8,1,3,192,4350
311,111,52,59,4.6,5047,5,3,1,273,1040
313,115,61,54,4.0,5048,5,4,3,346,1220
180,89,36,53,5.0,5049,7,3,2,311,2520
253,109,60,49,4.2,5050,9,6,2,37,1800
509,174,170,4,4.0,5051,7,2,3,268,11900
470,139,105,34,3.5,5052,3,4,1,349,6300
227,97,36,61,3.3,5053,2,5,2,247,1260
323,131,93,38,3.7,5054,1,5,3,196,3720
356,129,80,49,4.6,5055,8,2,2,91,2000
387,116,64,52,4.5,5056,8,5,2,209,1600
473,160,140,20,4.0,5057,9,4,1,61,4200
162,84,22,62,3.9,5058,10,5,1,107,550
361,124,81,43,3.4,5059,8,6,2,228,2025
241,90,36,54,4.4,5060,8,3,2,122,900
221,100,47,53,5.0,5061,3,6,2,123,2820
273,112,51,61,4.8,5062,7,3,1,322,3570
338,134,94,40,3.3,5063,7,1,3,160,6580
193,82,19,63,3.7,5064,3,1,2,203,1140
231,95,32,63,3.7,5065,3,6,1,115,1920
307,108,46,62,3.9,5066,1,4,2,318,1840
484,135,99,36,4.5,5067,4,2,2,154,1485
363,133,89,44,3.8,5068,9,5,1,338,2670
374,129,85,44,4.6,5069,6,1,1,300,7650
160,86,27,59,3.9,5070,3,6,1,203,1620
352,117,59,58,3.8,5071,6,1,2,58,5310
300,101,38,63,4.5,5072,9,1,1,55,1140
270,100,35,65,4.0,5073,1,5,2,188,1400
294,111,55,56,4.6,5074,10,6,2,350,1375
589,170,159,11,3.1,5075,3,6,3,211,9540
360,120,74,46,4.9,5076,4,5,1,41,1110
578,161,150,11,3.0,5077,7,4,3,315,10500
465,142,109,33,3.7,5078,10,1,3,117,2725
411,119,66,53,4.5,5079,1,4,2,273,2640
528,143,107,36,4.8,5080,1,6,2,129,4280
159,85,27,58,4.3,5081,2,6,3,114,945
204,96,32,64,4.8,5082,2,3,2,270,1120
363,123,71,52,3.6,5083,1,4,1,132,2840
188,81,17,64,4.8,5084,8,4,1,91,425
546,152,131,21,3.5,5085,3,6,1,191,7860
559,183,183,0,3.3,5086,5,2,3,79,3660
236,111,59,52,4.9,5087,1,2,3,22,2360
377,135,90,45,4.9,5088,4,5,3,305,1350
405,129,89,40,3.6,5089,5,5,1,162,1780
237,93,39,54,4.2,5090,5,6,2,138,780
409,127,83,44,3.4,5091,8,6,1,86,2075
221,100,43,57,3.0,5092,7,5,2,280,3010
370,146,120,26,3.7,5093,2,5,3,86,4200
514,175,175,0,3.1,5094,3,5,3,31,10500
177,88,32,56,4.5,5095,3,2,3,309,1920
353,131,87,44,4.9,5096,2,2,3,234,3045
396,124,72,52,4.2,5097,3,3,1,114,4320
581,191,182,9,3.4,5098,8,3,3,328,4550
477,137,97,40,4.3,5099,4,1,2,3,1455
413,127,73,54,4.5,5100,1,1,2,63,2920
587,160,135,25,4.7,5101,9,1,2,217,4050
258,95,29,66,4.2,5102,8,4,2,231,725
281,114,64,50,3.1,5103,6,1,3,355,5760
587,161,149,12,3.5,5104,6,6,3,6,13410
502,143,109,34,4.5,5105,9,4,2,185,3270
456,148,111,37,3.9,5106,6,4,3,193,9990
523,181,181,0,3.9,5107,4,5,3,256,2715
435,126,80,46,4.2,5108,1,2,1,273,3200
332,104,42,62,4.2,5109,8,5,2,221,1050
159,83,27,56,3.7,5110,4,5,1,8,405
503,165,155,10,4.9,5111,8,4,3,143,3875
368,122,67,55,3.9,5112,5,5,2,361,1340
184,87,27,60,4.8,5113,9,5,3,157,810
267,93,36,57,4.5,5114,9,6,2,86,1080
337,105,51,54,4.1,5115,2,5,1,251,1785
457,154,127,27,4.4,5116,8,3,1,243,3175
280,113,55,58,3.9,5117,5,3,1,305,1100
253,113,52,61,3.6,5118,10,3,3,45,1300
444,139,104,35,3.6,5119,1,4,2,23,4160
395,142,100,42,4.6,5120,2,1,3,61,3500
545,139,101,38,3.4,5121,3,3,2,10,6060
199,86,21,65,4.4,5122,2,2,2,341,735
469,169,156,13,3.9,5123,4,3,3,337,2340
488,153,133,20,3.1,5124,9,3,1,40,3990
201,90,26,64,3.5,5125,2,4,2,109,910
210,97,37,60,3.9,5126,5,5,3,230,740
380,122,77,45,4.0,5127,4,2,2,289,1155
433,125,77,48,4.5,5128,5,2,2,57,1540
410,124,78,46,4.2,5129,9,1,2,183,2340
476,142,111,31,3.7,5130,1,3,3,183,4440
248,97,43,54,3.6,5131,7,1,3,224,3010
213,95,35,60,4.9,5132,3,3,3,236,2100
372,126,83,43,4.8,5133,5,3,3,339,1660
151,86,24,62,3.1,5134,6,2,3,215,2160
173,92,27,65,3.1,5135,4,2,3,228,405
377,125,76,49,4.0,5136,1,3,3,14,3040
407,139,97,42,3.3,5137,9,3,1,40,2910
282,108,56,52,4.2,5138,6,3,2,247,5040
395,138,98,40,4.3,5139,2,6,1,226,3430
525,181,181,0,5.0,5140,10,4,3,196,4525
491,163,155,8,4.4,5141,3,1,2,242,9300
331,123,78,45,4.6,5142,8,6,2,332,1950
315,101,46,55,3.2,5143,9,5,1,73,1380
281,103,50,53,3.1,5144,1,2,1,140,2000
200,95,36,59,3.7,5145,3,4,1,296,2160
206,92,37,55,4.5,5146,10,5,1,193,925
370,110,61,49,4.6,5147,10,5,1,200,1525
230,99,36,63,4.0,5148,10,6,1,114,900
518,149,126,23,3.3,5149,10,4,1,253,3150
527,145,106,39,3.8,5150,8,4,1,95,2650
313,124,72,52,4.8,5151,5,3,2,354,1440
177,93,35,58,3.3,5152,4,4,3,80,525
373,121,65,56,3.6,5153,3,6,1,181,3900
489,175,169,6,3.5,5154,1,5,3,233,6760
265,96,42,54,4.3,5155,10,2,2,233,1050
374,147,113,34,4.3,5156,4,4,3,153,1695
292,112,57,55,5.0,5157,8,2,1,264,1425
264,111,57,54,4.5,5158,7,6,1,132,3990
490,162,141,21,3.5,5159,9,5,3,35,4230
381,115,61,54,4.6,5160,7,2,1,56,4270
347,115,59,56,3.3,5161,9,4,2,228,1770
165,93,32,61,4.3,5162,5,1,3,345,640
230,87,27,60,4.1,5163,7,3,1,337,1890
214,105,50,55,4.2,5164,5,5,3,133,1000
372,136,94,42,4.1,5165,2,6,2,101,3290
276,95,35,60,4.3,5166,4,4,1,47,525
182,86,31,55,4.9,5167,7,1,2,199,2170
188,87,28,59,3.5,5168,7,6,2,298,1960
577,178,173,5,4.5,5169,5,5,1,199,3460
480,162,147,15,3.8,5170,9,2,3,287,4410
287,105,51,54,3.8,5171,3,1,1,57,3060
544,144,105,39,3.3,5172,4,1,1,59,1575
170,94,28,66,3.2,5173,10,6,3,292,700
235,89,31,58,4.1,5174,5,3,2,312,620
600,158,144,14,4.6,5175,2,3,2,285,5040
564,163,149,14,4.5,5176,5,5,2,272,2980
522,147,117,30,4.6,5177,1,2,1,309,4680
586,169,160,9,3.0,5178,7,6,1,9,11200
324,127,73,54,3.7,5179,1,2,3,327,2920
478,156,137,19,4.2,5180,7,3,1,174,9590
548,143,112,31,3.8,5181,5,2,1,39,2240
220,93,31,62,4.8,5182,1,6,3,318,1240
223,94,38,56,4.4,5183,6,6,3,125,3420
592,180,171,9,3.9,5184,9,5,2,243,5130
571,167,163,4,4.4,5185,9,3,2,133,4890
349,106,46,60,3.2,5186,8,2,1,348,1150
339,117,71,46,3.2,5187,4,4,2,268,1065
401,131,84,47,5.0,5188,7,6,3,135,5880
305,113,53,60,3.8,5189,1,5,3,183,2120
347,111,51,60,4.5,5190,9,5,1,362,1530
225,93,28,65,4.8,5191,10,4,1,115,700
492,160,147,13,3.7,5192,3,3,1,279,8820
353,134,98,36,4.0,5193,9,2,3,287,2940
168,81,25,56,4.6,5194,6,6,1,48,2250
413,134,93,41,3.2,5195,10,3,1,132,2325
463,138,95,43,3.4,5196,4,4,1,141,1425
564,160,137,23,3.3,5197,4,5,2,131,2055
192,86,23,63,3.2,5198,3,5,2,129,1380
510,157,136,21,4.7,5199,2,4,2,247,4760
413,143,109,34,3.2,5200,8,2,1,10,2725
438,160,136,24,3.3,5201,8,4,3,3,3400
296,103,43,60,4.3,5202,2,4,2,149,1505
506,133,86,47,3.4,5203,6,2,1,132,7740
573,179,179,0,3.9,5204,5,3,2,211,3580
367,136,92,44,3.9,5205,1,4,2,200,3680
534,139,108,31,3.1,5206,8,2,2,34,2700
410,139,107,32,4.1,5207,3,1,2,52,6420
478,144,110,34,4.6,5208,5,3,1,185,2200
246,92,31,61,3.4,5209,3,3,2,243,1860
218,91,37,54,4.0,5210,8,1,2,115,925
383,125,75,50,3.1,5211,10,4,1,74,1875
419,121,67,54,4.1,5212,9,1,2,17,2010
514,154,132,22,4.7,5213,3,1,1,89,7920
427,125,82,43,3.0,5214,10,3,2,153,2050
319,118,67,51,4.6,5215,10,6,3,242,1675
178,92,28,64,4.1,5216,10,1,3,335,700
226,93,40,53,3.8,5217,1,4,1,77,1600
453,148,119,29,4.3,5218,10,4,2,131,2975
416,124,74,50,4.5,5219,5,3,2,315,1480
316,119,66,53,5.0,5220,2,3,1,262,2310
208,95,31,64,3.5,5221,5,3,1,250,620
194,93,34,59,4.0,5222,1,3,3,326,1360
495,163,147,16,3.6,5223,4,5,1,14,2205
497,157,137,20,4.3,5224,10,1,2,358,3425
172,78,12,66,3.2,5225,1,6,1,286,480
568,167,158,9,3.4,5226,9,4,1,138,4740
315,111,62,49,4.2,5227,10,3,3,248,1550
377,130,78,52,3.0,5228,4,2,2,145,1170
413,144,108,36,3.3,5229,7,3,2,30,7560
598,181,181,0,4.3,5230,6,3,3,123,16290
251,99,34,65,4.2,5231,9,5,3,364,1020
182,91,29,62,3.4,5232,7,2,2,104,2030
371,138,102,36,4.0,5233,3,4,3,32,6120
519,165,159,6,3.7,5234,6,5,1,228,14310
255,97,43,54,4.3,5235,1,6,3,324,1720
281,114,55,59,4.3,5236,5,5,2,95,1100
594,189,186,3,3.2,5237,8,6,2,38,4650
168,89,29,60,4.8,5238,2,4,2,7,1015
576,164,156,8,4.7,5239,10,3,2,279,3900
534,180,176,4,3.8,5240,5,5,3,295,3520
550,148,116,32,4.5,5241,3,6,2,221,6960
516,146,114,32,4.5,5242,7,5,2,161,7980
313,119,69,50,4.5,5243,3,6,3,65,4140
240,100,39,61,4.6,5244,10,6,2,106,975
533,157,135,22,3.2,5245,4,6,3,149,2025
254,104,42,62,3.2,5246,2,3,2,54,1470
590,178,173,5,3.5,5247,8,4,3,274,4325
313,110,53,57,3.4,5248,2,5,1,317,1855
252,104,41,63,4.6,5249,4,1,1,124,615
349,127,80,47,4.7,5250,5,1,3,82,1600
596,150,127,23,4.3,5251,1,1,2,153,5080
533,160,141,19,4.9,5252,10,6,2,357,3525
541,161,146,15,3.8,5253,8,3,2,355,3650
321,122,74,48,4.4,5254,1,4,3,73,2960
243,106,52,54,4.9,5255,5,3,3,311,1040
243,96,32,64,4.1,5256,9,1,3,264,960
258,101,39,62,3.9,5257,5,5,2,361,780
230,100,43,57,4.7,5258,1,2,3,225,1720
405,136,100,36,4.2,5259,7,1,1,344,7000
238,89,32,57,3.7,5260,6,3,2,330,2880
373,120,71,49,3.3,5261,10,3,1,279,1775
335,118,69,49,3.1,5262,7,5,2,256,4830
551,171,168,3,4.6,5263,1,6,1,139,6720
558,180,179,1,4.7,5264,3,5,2,266,10740
203,88,30,58,4.3,5265,10,1,2,255,750
360,140,103,37,3.5,5266,8,3,3,50,2575
314,117,65,52,3.5,5267,7,5,2,76,4550
330,116,56,60,4.9,5268,9,6,1,15,1680
528,178,178,0,4.4,5269,4,4,3,193,2670
313,103,47,56,4.8,5270,1,6,1,229,1880
399,138,97,41,3.5,5271,4,3,2,289,1455
258,99,46,53,3.8,5272,2,4,1,16,1610
540,189,183,6,3.6,5273,4,1,3,39,2745
530,188,182,6,4.9,5274,6,3,3,228,16380
556,178,171,7,4.0,5275,8,3,1,48,4275
150,79,16,63,4.1,5276,7,2,1,316,1120
297,112,53,59,3.2,5277,3,1,3,1,3180
474,143,114,29,3.8,5278,7,5,1,140,7980
368,126,81,45,4.0,5279,2,2,3,183,2835
158,86,29,57,4.1,5280,4,3,3,32,435
518,164,147,17,4.2,5281,10,5,3,95,3675
329,123,75,48,4.5,5282,9,3,2,34,2250
485,133,84,49,4.6,5283,7,4,2,267,5880
284,97,37,60,3.5,5284,6,4,2,276,3330
323,122,72,50,3.6,5285,8,4,3,33,1800
190,88,29,59,3.9,5286,8,2,2,95,725
552,191,191,0,4.1,5287,5,6,3,36,3820
341,117,59,58,4.6,5288,7,1,3,56,4130
180,83,22,61,4.5,5289,1,1,2,42,880
314,107,49,58,4.5,5290,4,3,1,95,735
291,103,41,62,4.7,5291,3,1,2,330,2460
246,94,28,66,4.5,5292,8,6,1,91,700
253,114,58,56,4.2,5293,3,1,3,29,3480
493,163,155,8,3.3,5294,2,6,3,240,5425
454,141,106,35,4.0,5295,5,1,2,198,2120
408,150,127,23,4.0,5296,10,6,3,253,3175
276,111,58,53,4.3,5297,4,5,3,210,870
594,164,154,10,4.0,5298,3,4,2,165,9240
564,197,197,0,4.8,5299,9,4,3,314,5910
292,107,45,62,4.2,5300,6,1,2,106,4050
501,166,158,8,3.5,5301,1,2,2,86,6320
357,120,64,56,3.7,5302,8,1,2,75,1600
320,118,70,48,3.7,5303,1,3,1,149,2800
384,118,67,51,4.7,5304,5,4,1,97,1340
560,164,155,9,4.8,5305,6,3,1,84,13950
409,126,77,49,4.4,5306,1,3,3,245,3080
562,149,119,30,3.7,5307,9,5,2,270,3570
373,144,108,36,3.1,5308,8,6,3,300,2700
328,124,74,50,4.2,5309,1,2,2,128,2960
549,152,127,25,3.5,5310,5,2,1,125,2540
397,121,72,49,4.8,5311,8,3,1,74,1800
297,105,44,61,3.9,5312,5,6,1,184,880
595,171,171,0,4.9,5313,1,1,1,193,6840
167,85,27,58,3.4,5314,3,4,2,116,1620
366,114,60,54,3.9,5315,5,1,2,109,1200
354,126,76,50,4.1,5316,1,4,3,242,3040
298,105,52,53,4.5,5317,7,2,1,125,3640
487,177,172,5,3.1,5318,10,5,3,302,4300
483,129,84,45,4.8,5319,9,6,2,45,2520
227,95,33,62,4.5,5320,10,5,2,264,825
173,80,15,65,3.0,5321,8,6,2,240,375
180,87,21,66,3.8,5322,7,4,1,112,1470
369,112,60,52,3.7,5323,5,6,2,79,1200
268,100,39,61,3.9,5324,5,3,3,102,780
171,86,24,62,3.1,5325,1,5,3,365,960
220,86,32,54,4.8,5326,2,5,2,212,1120
483,150,119,31,4.2,5327,1,4,2,94,4760
528,185,179,6,4.6,5328,7,6,3,43,12530
261,101,49,52,3.3,5329,9,4,1,185,1470
530,150,127,23,3.4,5330,9,5,3,121,3810
596,158,142,16,4.3,5331,6,6,1,310,12780
355,125,70,55,4.5,5332,4,6,2,276,1050
258,103,52,51,4.8,5333,7,6,3,301,3640
403,140,97,43,3.6,5334,4,6,2,78,1455
206,84,27,57,4.0,5335,4,3,2,38,405
404,142,106,36,4.9,5336,5,2,1,125,2120
159,80,15,65,4.4,5337,3,5,1,12,900
177,82,20,62,4.9,5338,7,5,1,78,1400
374,115,59,56,3.4,5339,7,2,1,149,4130
356,118,71,47,4.7,5340,10,3,1,194,1775
555,174,170,4,3.1,5341,10,3,3,250,4250
481,132,85,47,4.3,5342,2,3,2,323,2975
198,100,37,63,3.8,5343,10,1,3,278,925
379,130,91,39,3.5,5344,6,5,3,166,8190
370,146,117,29,4.3,5345,8,4,3,273,2925
555,170,163,7,3.5,5346,2,4,1,39,5705
558,179,179,0,3.9,5347,2,2,2,111,6265
409,130,88,42,3.4,5348,2,4,3,285,3080
276,114,64,50,3.3,5349,10,3,1,260,1600
151,81,25,56,3.2,5350,4,3,3,141,375
151,86,22,64,3.7,5351,6,5,3,139,1980
330,105,44,61,3.3,5352,7,4,1,87,3080
575,166,150,16,4.7,5353,8,2,2,136,3750
581,170,161,9,4.7,5354,5,5,3,160,3220
593,161,144,17,4.8,5355,8,4,3,176,3600
411,138,99,39,3.3,5356,1,1,2,154,3960
246,90,34,56,3.4,5357,4,5,1,24,510
421,123,74,49,3.3,5358,10,2,1,299,1850
599,167,162,5,3.9,5359,8,1,1,230,4050
321,124,81,43,3.6,5360,2,6,3,352,2835
477,154,132,22,4.4,5361,10,3,2,149,3300
460,163,145,18,3.8,5362,6,6,3,90,13050
230,94,32,62,4.4,5363,10,3,2,243,800
267,111,59,52,4.0,5364,7,4,1,152,4130
188,93,38,55,4.6,5365,3,1,1,198,2280
455,143,102,41,4.8,5366,10,5,3,17,2550
263,94,33,61,4.6,5367,9,2,2,245,990
412,129,80,49,4.1,5368,5,2,2,131,1600
366,133,96,37,4.2,5369,3,2,1,15,5760
479,130,83,47,3.6,5370,2,1,2,221,2905
397,125,73,52,3.5,5371,2,6,1,302,2555
561,183,183,0,3.9,5372,2,2,3,175,6405
270,107,48,59,3.8,5373,8,3,3,221,1200
564,192,190,2,4.1,5374,8,5,3,222,4750
322,123,73,50,4.9,5375,8,2,1,152,1825
172,78,20,58,3.6,5376,7,1,1,28,1400
582,199,190,9,3.8,5377,10,3,3,171,4750
182,88,23,65,4.7,5378,9,5,2,174,690
364,135,90,45,3.8,5379,4,1,2,14,1350
564,160,136,24,3.9,5380,9,6,3,5,4080
177,84,22,62,4.5,5381,3,3,3,115,1320
466,126,72,54,3.7,5382,3,2,1,187,4320
353,116,58,58,5.0,5383,8,5,3,131,1450
412,146,118,28,4.1,5384,6,4,3,350,10620
182,85,27,58,3.2,5385,8,2,2,18,675
455,128,82,46,4.3,5386,8,2,1,284,2050
169,89,35,54,4.4,5387,6,5,3,123,3150
400,122,66,56,4.0,5388,6,4,2,78,5940
457,154,123,31,4.0,5389,7,4,3,341,8610
527,144,109,35,5.0,5390,8,4,2,253,2725
581,187,187,0,3.7,5391,10,4,1,281,4675
