Date,Day,Meal_Time,Food_Item,Category,Students_Count,Quantity_Prepared,Quantity_Sold,Food_Waste,Price,Weather,Special_Event,Rating
2025-11-13,Thursday,Breakfast,Masala Dosa,Meals,278,107,56,51,60,Rainy,Yes,4.7
2025-05-09,Friday,Breakfast,Pav Bhaji,Meals,545,142,100,42,70,Rainy,Yes,3.3
2025-11-16,Sunday,Breakfast,Idli,Breakfast,311,106,42,64,35,Cloudy,Yes,4.1
2025-03-11,Tuesday,Breakfast,Masala Dosa,Meals,246,93,37,56,60,Rainy,Yes,4.5
2025-02-05,Wednesday,Lunch,Cold Drink,Drinks,311,119,62,57,30,Cloudy,Yes,3.8
2025-01-09,Thursday,Lunch,Vada Pav,Snacks,559,170,163,7,25,Cloudy,Yes,4.4
2025-06-13,Friday,Evening,Samosa,Snacks,532,168,161,7,20,Cloudy,No,3.9
2025-02-24,Monday,Lunch,Veg Thali,Meals,437,153,128,25,90,Sunny,No,4.4
2025-10-24,Friday,Lunch,Masala Dosa,Meals,177,83,26,57,60,Sunny,No,3.7
2025-09-02,Tuesday,Breakfast,Pav Bhaji,Meals,235,90,35,55,70,Rainy,Yes,4.6
2025-07-04,Friday,Evening,Idli,Breakfast,255,106,44,62,35,Cloudy,No,3.7
2025-04-03,Thursday,Evening,Veg Thali,Meals,421,137,103,34,90,Rainy,Yes,4.4
2025-06-03,Tuesday,Evening,Pav Bhaji,Meals,192,90,24,66,70,Cloudy,No,4.5
2025-12-25,Thursday,Evening,Veg Thali,Meals,310,123,73,50,90,Cloudy,No,3.5
2025-06-14,Saturday,Breakfast,Masala Dosa,Meals,572,144,104,40,60,Rainy,Yes,4.9
2025-03-28,Friday,Lunch,Vada Pav,Snacks,598,184,180,4,25,Rainy,No,3.7
2025-09-10,Wednesday,Breakfast,Samosa,Snacks,407,139,103,36,20,Rainy,No,4.4
2025-01-24,Friday,Breakfast,Veg Thali,Meals,342,124,78,46,90,Cloudy,Yes,4.4
2025-04-27,Sunday,Lunch,Coffee,Drinks,223,106,54,52,25,Rainy,No,3.3
2025-09-15,Monday,Evening,Veg Sandwich,Snacks,179,88,28,60,40,Rainy,No,4.0
2025-12-31,Wednesday,Breakfast,Coffee,Drinks,273,95,32,63,25,Cloudy,No,3.2
2025-02-20,Thursday,Breakfast,Veg Thali,Meals,156,82,18,64,90,Rainy,No,4.6
2025-02-14,Friday,Lunch,Veg Thali,Meals,329,132,89,43,90,Cloudy,No,3.7
2025-11-28,Friday,Breakfast,Cold Drink,Drinks,514,167,163,4,30,Rainy,Yes,4.1
2025-07-24,Thursday,Lunch,Cold Drink,Drinks,323,127,79,48,30,Sunny,No,4.8
2025-07-20,Sunday,Evening,Cold Drink,Drinks,185,90,25,65,30,Cloudy,No,4.4
2025-07-06,Sunday,Lunch,Tea,Drinks,191,93,36,57,15,Cloudy,No,4.8
2025-01-23,Thursday,Evening,Masala Dosa,Meals,365,119,67,52,60,Rainy,Yes,4.3
2025-06-24,Tuesday,Evening,Pav Bhaji,Meals,310,103,39,64,70,Sunny,No,3.4
2025-10-28,Tuesday,Lunch,Tea,Drinks,246,100,40,60,15,Sunny,Yes,4.9
2025-09-19,Friday,Breakfast,Pav Bhaji,Meals,352,108,47,61,70,Rainy,No,3.2
2025-03-16,Sunday,Evening,Tea,Drinks,440,139,106,33,15,Cloudy,No,4.4
2025-07-18,Friday,Evening,Coffee,Drinks,433,138,106,32,25,Cloudy,No,4.0
2025-11-07,Friday,Lunch,Masala Dosa,Meals,193,99,34,65,60,Rainy,No,3.7
2025-09-11,Thursday,Evening,Veg Sandwich,Snacks,283,104,53,51,40,Rainy,Yes,5.0
2025-04-03,Thursday,Lunch,Idli,Breakfast,524,158,134,24,35,Sunny,No,3.0
2025-03-03,Monday,Breakfast,Coffee,Drinks,294,100,41,59,25,Cloudy,Yes,3.4
2025-02-25,Tuesday,Evening,Samosa,Snacks,442,129,87,42,20,Rainy,No,4.3
2025-09-26,Friday,Lunch,Pav Bhaji,Meals,265,108,47,61,70,Cloudy,Yes,3.3
2025-01-07,Tuesday,Lunch,Masala Dosa,Meals,328,116,67,49,60,Cloudy,No,3.7
2025-08-21,Thursday,Lunch,Tea,Drinks,467,143,110,33,15,Rainy,No,4.0
2025-02-03,Monday,Breakfast,Veg Thali,Meals,600,157,140,17,90,Sunny,Yes,3.3
2025-04-15,Tuesday,Breakfast,Masala Dosa,Meals,535,167,154,13,60,Sunny,No,4.4
2025-06-05,Thursday,Evening,Tea,Drinks,255,93,38,55,15,Rainy,No,3.5
2025-06-24,Tuesday,Lunch,Samosa,Snacks,209,89,26,63,20,Rainy,Yes,4.7
2025-10-04,Saturday,Breakfast,Tea,Drinks,588,167,158,9,15,Rainy,No,4.9
2025-12-05,Friday,Breakfast,Cold Drink,Drinks,321,119,61,58,30,Sunny,Yes,4.3
2025-03-25,Tuesday,Evening,Samosa,Snacks,388,136,92,44,20,Cloudy,Yes,4.3
2025-08-06,Wednesday,Lunch,Tea,Drinks,267,109,55,54,15,Cloudy,No,3.1
2025-05-07,Wednesday,Breakfast,Tea,Drinks,584,159,137,22,15,Cloudy,No,3.4
2025-12-17,Wednesday,Lunch,Idli,Breakfast,175,91,34,57,35,Rainy,Yes,3.6
2025-01-16,Thursday,Breakfast,Coffee,Drinks,334,120,65,55,25,Sunny,No,4.3
2025-02-25,Tuesday,Evening,Masala Dosa,Meals,229,99,36,63,60,Rainy,No,4.7
2025-08-18,Monday,Evening,Pav Bhaji,Meals,362,124,74,50,70,Cloudy,Yes,3.1
2025-05-08,Thursday,Breakfast,Pav Bhaji,Meals,356,122,72,50,70,Rainy,No,4.6
2025-03-06,Thursday,Evening,Tea,Drinks,318,121,73,48,15,Sunny,No,3.6
2025-10-05,Sunday,Evening,Samosa,Snacks,406,140,105,35,20,Cloudy,Yes,4.9
2025-05-02,Friday,Evening,Cold Drink,Drinks,236,94,32,62,30,Sunny,Yes,4.2
2025-08-15,Friday,Lunch,Tea,Drinks,287,109,57,52,15,Rainy,Yes,3.2
2025-06-30,Monday,Lunch,Tea,Drinks,579,180,173,7,15,Cloudy,Yes,4.9
2025-12-27,Saturday,Lunch,Samosa,Snacks,579,187,187,0,20,Rainy,No,4.9
2025-12-08,Monday,Breakfast,Vada Pav,Snacks,438,140,100,40,25,Cloudy,No,3.4
2025-05-12,Monday,Evening,Pav Bhaji,Meals,384,137,91,46,70,Cloudy,No,4.4
2025-05-02,Friday,Evening,Cold Drink,Drinks,582,171,161,10,30,Cloudy,No,4.6
2025-01-18,Saturday,Evening,Idli,Breakfast,585,171,171,0,35,Sunny,No,3.8
2025-08-16,Saturday,Evening,Masala Dosa,Meals,222,102,49,53,60,Sunny,No,4.2
2025-04-07,Monday,Lunch,Veg Sandwich,Snacks,209,90,34,56,40,Rainy,No,3.9
2025-08-01,Friday,Lunch,Samosa,Snacks,437,145,116,29,20,Cloudy,Yes,4.1
2025-10-01,Wednesday,Breakfast,Coffee,Drinks,219,86,32,54,25,Sunny,Yes,4.8
2025-11-21,Friday,Evening,Masala Dosa,Meals,431,150,117,33,60,Rainy,Yes,3.0
2025-10-23,Thursday,Evening,Tea,Drinks,352,133,90,43,15,Cloudy,No,3.3
2025-01-09,Thursday,Breakfast,Coffee,Drinks,264,102,44,58,25,Cloudy,No,3.7
2025-09-05,Friday,Breakfast,Coffee,Drinks,477,139,105,34,25,Sunny,Yes,4.7
2025-09-09,Tuesday,Lunch,Masala Dosa,Meals,451,150,120,30,60,Cloudy,No,3.5
2025-08-19,Tuesday,Breakfast,Idli,Breakfast,274,99,43,56,35,Sunny,No,3.0
2025-06-24,Tuesday,Lunch,Tea,Drinks,431,154,127,27,15,Rainy,No,4.4
2025-01-26,Sunday,Lunch,Cold Drink,Drinks,407,128,76,52,30,Cloudy,Yes,3.7
2025-02-18,Tuesday,Breakfast,Idli,Breakfast,560,176,173,3,35,Sunny,No,3.3
2025-05-20,Tuesday,Lunch,Cold Drink,Drinks,174,89,31,58,30,Rainy,Yes,3.1
2025-01-08,Wednesday,Breakfast,Veg Thali,Meals,347,122,72,50,90,Sunny,No,4.5
2025-01-07,Tuesday,Breakfast,Veg Sandwich,Snacks,186,93,27,66,40,Rainy,Yes,3.9
2025-09-23,Tuesday,Evening,Pav Bhaji,Meals,281,115,65,50,70,Cloudy,No,3.5
2025-06-08,Sunday,Evening,Coffee,Drinks,294,114,56,58,25,Sunny,No,4.6
2025-11-22,Saturday,Breakfast,Cold Drink,Drinks,459,131,89,42,30,Cloudy,Yes,4.1
2025-10-22,Wednesday,Lunch,Coffee,Drinks,184,86,23,63,25,Rainy,Yes,4.9
2025-06-29,Sunday,Lunch,Vada Pav,Snacks,488,165,158,7,25,Rainy,No,3.4
2025-11-19,Wednesday,Breakfast,Samosa,Snacks,194,84,23,61,20,Rainy,Yes,4.2
2025-01-08,Wednesday,Evening,Veg Thali,Meals,235,89,24,65,90,Rainy,No,3.6
2025-08-18,Monday,Evening,Idli,Breakfast,528,164,148,16,35,Rainy,Yes,4.5
2025-03-13,Thursday,Breakfast,Cold Drink,Drinks,427,141,104,37,30,Rainy,No,3.8
2025-08-09,Saturday,Breakfast,Tea,Drinks,575,182,182,0,15,Sunny,No,3.1
2025-04-14,Monday,Lunch,Veg Sandwich,Snacks,481,160,143,17,40,Sunny,No,3.9
2025-05-29,Thursday,Evening,Masala Dosa,Meals,160,82,22,60,60,Rainy,Yes,3.5
2025-12-20,Saturday,Evening,Masala Dosa,Meals,474,152,121,31,60,Rainy,No,3.8
2025-07-15,Tuesday,Breakfast,Cold Drink,Drinks,235,90,28,62,30,Sunny,No,4.1
2025-10-10,Friday,Lunch,Samosa,Snacks,263,100,42,58,20,Sunny,Yes,4.0
2025-01-29,Wednesday,Lunch,Coffee,Drinks,574,193,191,2,25,Cloudy,No,3.1
2025-03-11,Tuesday,Evening,Cold Drink,Drinks,432,144,117,27,30,Rainy,Yes,3.5
2025-03-21,Friday,Evening,Coffee,Drinks,313,101,44,57,25,Cloudy,No,4.2
2025-04-06,Sunday,Breakfast,Veg Sandwich,Snacks,257,99,40,59,40,Cloudy,Yes,4.1
2025-02-26,Wednesday,Evening,Vada Pav,Snacks,286,110,50,60,25,Rainy,No,3.8
2025-06-24,Tuesday,Lunch,Samosa,Snacks,246,106,49,57,20,Cloudy,No,4.0
2025-05-13,Tuesday,Evening,Pav Bhaji,Meals,198,86,27,59,70,Rainy,No,3.7
2025-04-01,Tuesday,Lunch,Coffee,Drinks,518,173,173,0,25,Cloudy,No,4.0
2025-03-16,Sunday,Lunch,Vada Pav,Snacks,518,174,174,0,25,Cloudy,Yes,4.0
2025-02-23,Sunday,Breakfast,Samosa,Snacks,311,111,52,59,20,Rainy,No,4.6
2025-10-06,Monday,Lunch,Samosa,Snacks,313,115,61,54,20,Cloudy,No,4.0
2025-01-19,Sunday,Evening,Pav Bhaji,Meals,180,89,36,53,70,Rainy,No,5.0
2025-01-05,Sunday,Evening,Cold Drink,Drinks,253,109,60,49,30,Rainy,Yes,4.2
2025-05-13,Tuesday,Lunch,Pav Bhaji,Meals,509,174,170,4,70,Sunny,Yes,4.0
2025-08-08,Friday,Breakfast,Masala Dosa,Meals,470,139,105,34,60,Cloudy,No,3.5
2025-04-16,Wednesday,Evening,Idli,Breakfast,227,97,36,61,35,Sunny,No,3.3
2025-06-14,Saturday,Lunch,Veg Sandwich,Snacks,323,131,93,38,40,Sunny,No,3.7
2025-08-29,Friday,Evening,Vada Pav,Snacks,356,129,80,49,25,Sunny,Yes,4.6
2025-05-18,Sunday,Evening,Vada Pav,Snacks,387,116,64,52,25,Sunny,No,4.5
2025-07-19,Saturday,Breakfast,Cold Drink,Drinks,473,160,140,20,30,Cloudy,No,4.0
2025-04-03,Thursday,Breakfast,Coffee,Drinks,162,84,22,62,25,Sunny,No,3.9
2025-08-16,Saturday,Evening,Vada Pav,Snacks,361,124,81,43,25,Rainy,Yes,3.4
2025-03-04,Tuesday,Evening,Vada Pav,Snacks,241,90,36,54,25,Rainy,No,4.4
2025-03-31,Monday,Evening,Masala Dosa,Meals,221,100,47,53,60,Rainy,Yes,5.0
2025-07-20,Sunday,Breakfast,Pav Bhaji,Meals,273,112,51,61,70,Rainy,No,4.8
2025-07-04,Friday,Lunch,Pav Bhaji,Meals,338,134,94,40,70,Cloudy,Yes,3.3
2025-10-03,Friday,Evening,Masala Dosa,Meals,193,82,19,63,60,Cloudy,Yes,3.7
2025-04-26,Saturday,Breakfast,Masala Dosa,Meals,231,95,32,63,60,Rainy,Yes,3.7
2025-06-05,Thursday,Evening,Veg Sandwich,Snacks,307,108,46,62,40,Cloudy,No,3.9
2025-09-15,Monday,Evening,Tea,Drinks,484,135,99,36,15,Sunny,Yes,4.5
2025-07-07,Monday,Breakfast,Cold Drink,Drinks,363,133,89,44,30,Sunny,No,3.8
2025-11-17,Monday,Breakfast,Veg Thali,Meals,374,129,85,44,90,Cloudy,Yes,4.6
2025-10-03,Friday,Breakfast,Masala Dosa,Meals,160,86,27,59,60,Rainy,Yes,3.9
2025-09-24,Wednesday,Evening,Veg Thali,Meals,352,117,59,58,90,Cloudy,Yes,3.8
2025-05-05,Monday,Breakfast,Cold Drink,Drinks,300,101,38,63,30,Cloudy,Yes,4.5
2025-03-19,Wednesday,Evening,Veg Sandwich,Snacks,270,100,35,65,40,Sunny,No,4.0
2025-05-26,Monday,Evening,Coffee,Drinks,294,111,55,56,25,Rainy,Yes,4.6
2025-05-03,Saturday,Lunch,Masala Dosa,Meals,589,170,159,11,60,Rainy,Yes,3.1
2025-12-20,Saturday,Breakfast,Tea,Drinks,360,120,74,46,15,Sunny,No,4.9
2025-09-26,Friday,Lunch,Pav Bhaji,Meals,578,161,150,11,70,Cloudy,No,3.0
2025-11-22,Saturday,Lunch,Coffee,Drinks,465,142,109,33,25,Cloudy,Yes,3.7
2025-02-23,Sunday,Evening,Veg Sandwich,Snacks,411,119,66,53,40,Cloudy,No,4.5
2025-08-01,Friday,Evening,Veg Sandwich,Snacks,528,143,107,36,40,Rainy,Yes,4.8
2025-06-01,Sunday,Lunch,Idli,Breakfast,159,85,27,58,35,Rainy,Yes,4.3
2025-04-13,Sunday,Evening,Idli,Breakfast,204,96,32,64,35,Rainy,No,4.8
2025-05-23,Friday,Breakfast,Veg Sandwich,Snacks,363,123,71,52,40,Cloudy,No,3.6
2025-08-29,Friday,Breakfast,Vada Pav,Snacks,188,81,17,64,25,Cloudy,No,4.8
2025-05-21,Wednesday,Breakfast,Masala Dosa,Meals,546,152,131,21,60,Rainy,Yes,3.5
2025-01-08,Wednesday,Lunch,Samosa,Snacks,559,183,183,0,20,Sunny,Yes,3.3
2025-09-22,Monday,Lunch,Veg Sandwich,Snacks,236,111,59,52,40,Sunny,Yes,4.9
2025-01-16,Thursday,Lunch,Tea,Drinks,377,135,90,45,15,Sunny,No,4.9
2025-12-03,Wednesday,Breakfast,Samosa,Snacks,405,129,89,40,20,Sunny,No,3.6
2025-05-11,Sunday,Evening,Samosa,Snacks,237,93,39,54,20,Rainy,Yes,4.2
2025-03-22,Saturday,Breakfast,Vada Pav,Snacks,409,127,83,44,25,Rainy,Yes,3.4
2025-09-18,Thursday,Evening,Pav Bhaji,Meals,221,100,43,57,70,Sunny,No,3.0
2025-03-22,Saturday,Lunch,Idli,Breakfast,370,146,120,26,35,Sunny,No,3.7
2025-01-30,Thursday,Lunch,Masala Dosa,Meals,514,175,175,0,60,Sunny,No,3.1
2025-11-04,Tuesday,Lunch,Masala Dosa,Meals,177,88,32,56,60,Sunny,Yes,4.5
2025-09-07,Sunday,Lunch,Idli,Breakfast,353,131,87,44,35,Sunny,Yes,4.9
2025-06-01,Sunday,Breakfast,Masala Dosa,Meals,396,124,72,52,60,Rainy,No,4.2
2025-10-31,Friday,Lunch,Vada Pav,Snacks,581,191,182,9,25,Rainy,No,3.4
2025-01-14,Tuesday,Evening,Tea,Drinks,477,137,97,40,15,Cloudy,Yes,4.3
2025-03-07,Friday,Evening,Veg Sandwich,Snacks,413,127,73,54,40,Cloudy,Yes,4.5
2025-05-20,Tuesday,Evening,Cold Drink,Drinks,587,160,135,25,30,Cloudy,Yes,4.7
2025-03-02,Sunday,Evening,Vada Pav,Snacks,258,95,29,66,25,Cloudy,No,4.2
2025-09-05,Friday,Lunch,Veg Thali,Meals,281,114,64,50,90,Cloudy,Yes,3.1
2025-03-05,Wednesday,Lunch,Veg Thali,Meals,587,161,149,12,90,Rainy,Yes,3.5
2025-07-21,Monday,Evening,Cold Drink,Drinks,502,143,109,34,30,Cloudy,No,4.5
2025-09-03,Wednesday,Lunch,Veg Thali,Meals,456,148,111,37,90,Cloudy,No,3.9
2025-04-23,Wednesday,Lunch,Tea,Drinks,523,181,181,0,15,Sunny,No,3.9
2025-02-23,Sunday,Breakfast,Veg Sandwich,Snacks,435,126,80,46,40,Sunny,Yes,4.2
2025-09-14,Sunday,Evening,Vada Pav,Snacks,332,104,42,62,25,Sunny,No,4.2
2025-07-06,Sunday,Breakfast,Tea,Drinks,159,83,27,56,15,Sunny,No,3.7
2025-08-14,Thursday,Lunch,Vada Pav,Snacks,503,165,155,10,25,Cloudy,No,4.9
2025-04-22,Tuesday,Evening,Samosa,Snacks,368,122,67,55,20,Sunny,No,3.9
2025-03-18,Tuesday,Lunch,Cold Drink,Drinks,184,87,27,60,30,Sunny,No,4.8
2025-03-22,Saturday,Evening,Cold Drink,Drinks,267,93,36,57,30,Rainy,Yes,4.5
2025-07-03,Thursday,Breakfast,Idli,Breakfast,337,105,51,54,35,Sunny,No,4.1
2025-06-27,Friday,Breakfast,Vada Pav,Snacks,457,154,127,27,25,Rainy,No,4.4
2025-01-16,Thursday,Breakfast,Samosa,Snacks,280,113,55,58,20,Rainy,No,3.9
2025-06-18,Wednesday,Lunch,Coffee,Drinks,253,113,52,61,25,Rainy,No,3.6
2025-10-29,Wednesday,Evening,Veg Sandwich,Snacks,444,139,104,35,40,Cloudy,No,3.6
2025-07-19,Saturday,Lunch,Idli,Breakfast,395,142,100,42,35,Cloudy,Yes,4.6
2025-01-17,Friday,Evening,Masala Dosa,Meals,545,139,101,38,60,Rainy,No,3.4
2025-07-25,Friday,Evening,Idli,Breakfast,199,86,21,65,35,Sunny,Yes,4.4
2025-09-12,Friday,Lunch,Tea,Drinks,469,169,156,13,15,Rainy,No,3.9
2025-03-24,Monday,Breakfast,Cold Drink,Drinks,488,153,133,20,30,Rainy,No,3.1
2025-08-06,Wednesday,Evening,Idli,Breakfast,201,90,26,64,35,Cloudy,No,3.5
2025-05-07,Wednesday,Lunch,Samosa,Snacks,210,97,37,60,20,Sunny,No,3.9
2025-10-12,Sunday,Evening,Tea,Drinks,380,122,77,45,15,Sunny,Yes,4.0
2025-03-23,Sunday,Evening,Samosa,Snacks,433,125,77,48,20,Sunny,Yes,4.5
2025-11-16,Sunday,Evening,Cold Drink,Drinks,410,124,78,46,30,Cloudy,Yes,4.2
2025-11-16,Sunday,Lunch,Veg Sandwich,Snacks,476,142,111,31,40,Rainy,No,3.7
2025-10-14,Tuesday,Lunch,Pav Bhaji,Meals,248,97,43,54,70,Cloudy,Yes,3.6
2025-08-22,Friday,Lunch,Masala Dosa,Meals,213,95,35,60,60,Rainy,No,4.9
2025-01-12,Sunday,Lunch,Samosa,Snacks,372,126,83,43,20,Rainy,No,4.8
2025-02-18,Tuesday,Lunch,Veg Thali,Meals,151,86,24,62,90,Sunny,Yes,3.1
2025-08-16,Saturday,Lunch,Tea,Drinks,173,92,27,65,15,Sunny,Yes,3.1
2025-08-05,Tuesday,Lunch,Veg Sandwich,Snacks,377,125,76,49,40,Rainy,No,4.0
2025-03-24,Monday,Breakfast,Cold Drink,Drinks,407,139,97,42,30,Rainy,No,3.3
2025-04-16,Wednesday,Evening,Veg Thali,Meals,282,108,56,52,90,Rainy,No,4.2
2025-07-11,Friday,Breakfast,Idli,Breakfast,395,138,98,40,35,Rainy,Yes,4.3
2025-06-14,Saturday,Lunch,Coffee,Drinks,525,181,181,0,25,Cloudy,No,5.0
2025-12-08,Monday,Evening,Masala Dosa,Meals,491,163,155,8,60,Cloudy,Yes,4.4
2025-04-07,Monday,Evening,Vada Pav,Snacks,331,123,78,45,25,Rainy,Yes,4.6
2025-08-24,Sunday,Breakfast,Cold Drink,Drinks,315,101,46,55,30,Sunny,No,3.2
2025-05-29,Thursday,Breakfast,Veg Sandwich,Snacks,281,103,50,53,40,Sunny,Yes,3.1
2025-05-31,Saturday,Breakfast,Masala Dosa,Meals,200,95,36,59,60,Cloudy,No,3.7
2025-09-03,Wednesday,Breakfast,Coffee,Drinks,206,92,37,55,25,Sunny,No,4.5
2025-08-28,Thursday,Breakfast,Coffee,Drinks,370,110,61,49,25,Sunny,No,4.6
2025-06-01,Sunday,Breakfast,Coffee,Drinks,230,99,36,63,25,Rainy,Yes,4.0
2025-11-19,Wednesday,Breakfast,Coffee,Drinks,518,149,126,23,25,Cloudy,No,3.3
2025-08-13,Wednesday,Breakfast,Vada Pav,Snacks,527,145,106,39,25,Cloudy,No,3.8
2025-04-29,Tuesday,Evening,Samosa,Snacks,313,124,72,52,20,Rainy,No,4.8
2025-03-06,Thursday,Lunch,Tea,Drinks,177,93,35,58,15,Cloudy,No,3.3
2025-12-01,Monday,Breakfast,Masala Dosa,Meals,373,121,65,56,60,Rainy,Yes,3.6
2025-12-26,Friday,Lunch,Veg Sandwich,Snacks,489,175,169,6,40,Sunny,No,3.5
2025-12-26,Friday,Evening,Coffee,Drinks,265,96,42,54,25,Sunny,Yes,4.3
2025-12-31,Wednesday,Lunch,Tea,Drinks,374,147,113,34,15,Cloudy,No,4.3
2025-06-16,Monday,Breakfast,Vada Pav,Snacks,292,112,57,55,25,Sunny,Yes,5.0
2025-05-23,Friday,Breakfast,Pav Bhaji,Meals,264,111,57,54,70,Rainy,Yes,4.5
2025-02-07,Friday,Lunch,Cold Drink,Drinks,490,162,141,21,30,Sunny,No,3.5
2025-09-23,Tuesday,Breakfast,Pav Bhaji,Meals,381,115,61,54,70,Sunny,Yes,4.6
2025-08-16,Saturday,Evening,Cold Drink,Drinks,347,115,59,56,30,Cloudy,No,3.3
2025-02-26,Wednesday,Lunch,Samosa,Snacks,165,93,32,61,20,Cloudy,Yes,4.3
2025-09-12,Friday,Breakfast,Pav Bhaji,Meals,230,87,27,60,70,Rainy,No,4.1
2025-05-17,Saturday,Lunch,Samosa,Snacks,214,105,50,55,20,Sunny,No,4.2
2025-12-24,Wednesday,Evening,Idli,Breakfast,372,136,94,42,35,Rainy,Yes,4.1
2025-11-02,Sunday,Breakfast,Tea,Drinks,276,95,35,60,15,Cloudy,No,4.3
2025-06-21,Saturday,Evening,Pav Bhaji,Meals,182,86,31,55,70,Cloudy,Yes,4.9
2025-08-17,Sunday,Evening,Pav Bhaji,Meals,188,87,28,59,70,Rainy,Yes,3.5
2025-06-21,Saturday,Breakfast,Samosa,Snacks,577,178,173,5,20,Sunny,No,4.5
2025-05-09,Friday,Lunch,Cold Drink,Drinks,480,162,147,15,30,Sunny,Yes,3.8
2025-03-23,Sunday,Breakfast,Masala Dosa,Meals,287,105,51,54,60,Cloudy,Yes,3.8
2025-06-13,Friday,Breakfast,Tea,Drinks,544,144,105,39,15,Cloudy,Yes,3.3
2025-12-12,Friday,Lunch,Coffee,Drinks,170,94,28,66,25,Rainy,Yes,3.2
2025-09-28,Sunday,Evening,Samosa,Snacks,235,89,31,58,20,Rainy,No,4.1
2025-01-23,Thursday,Evening,Idli,Breakfast,600,158,144,14,35,Rainy,No,4.6
2025-06-04,Wednesday,Evening,Samosa,Snacks,564,163,149,14,20,Sunny,No,4.5
2025-11-04,Tuesday,Breakfast,Veg Sandwich,Snacks,522,147,117,30,40,Sunny,Yes,4.6
2025-11-08,Saturday,Breakfast,Pav Bhaji,Meals,586,169,160,9,70,Rainy,Yes,3.0
2025-04-21,Monday,Lunch,Veg Sandwich,Snacks,324,127,73,54,40,Sunny,Yes,3.7
2025-12-30,Tuesday,Breakfast,Pav Bhaji,Meals,478,156,137,19,70,Rainy,No,4.2
2025-11-21,Friday,Breakfast,Samosa,Snacks,548,143,112,31,20,Sunny,Yes,3.8
2025-06-05,Thursday,Lunch,Veg Sandwich,Snacks,220,93,31,62,40,Rainy,Yes,4.8
2025-08-18,Monday,Lunch,Veg Thali,Meals,223,94,38,56,90,Rainy,Yes,4.4
2025-06-27,Friday,Evening,Cold Drink,Drinks,592,180,171,9,30,Sunny,No,3.9
2025-05-17,Saturday,Evening,Cold Drink,Drinks,571,167,163,4,30,Rainy,No,4.4
2025-11-03,Monday,Breakfast,Vada Pav,Snacks,349,106,46,60,25,Sunny,Yes,3.2
2025-05-13,Tuesday,Evening,Tea,Drinks,339,117,71,46,15,Cloudy,No,3.2
2025-08-03,Sunday,Lunch,Pav Bhaji,Meals,401,131,84,47,70,Rainy,Yes,5.0
2025-11-16,Sunday,Lunch,Veg Sandwich,Snacks,305,113,53,60,40,Sunny,No,3.8
2025-06-30,Monday,Breakfast,Cold Drink,Drinks,347,111,51,60,30,Sunny,No,4.5
2025-04-26,Saturday,Breakfast,Coffee,Drinks,225,93,28,65,25,Cloudy,No,4.8
2025-07-31,Thursday,Breakfast,Masala Dosa,Meals,492,160,147,13,60,Rainy,No,3.7
2025-05-09,Friday,Lunch,Cold Drink,Drinks,353,134,98,36,30,Sunny,Yes,4.0
2025-10-23,Thursday,Breakfast,Veg Thali,Meals,168,81,25,56,90,Rainy,Yes,4.6
2025-05-23,Friday,Breakfast,Coffee,Drinks,413,134,93,41,25,Rainy,No,3.2
2025-03-30,Sunday,Breakfast,Tea,Drinks,463,138,95,43,15,Cloudy,No,3.4
2025-12-07,Sunday,Evening,Tea,Drinks,564,160,137,23,15,Sunny,No,3.3
2025-08-01,Friday,Evening,Masala Dosa,Meals,192,86,23,63,60,Sunny,No,3.2
2025-04-16,Wednesday,Evening,Idli,Breakfast,510,157,136,21,35,Cloudy,No,4.7
2025-01-17,Friday,Breakfast,Vada Pav,Snacks,413,143,109,34,25,Sunny,Yes,3.2
2025-01-14,Tuesday,Lunch,Vada Pav,Snacks,438,160,136,24,25,Cloudy,No,3.3
2025-07-17,Thursday,Evening,Idli,Breakfast,296,103,43,60,35,Cloudy,No,4.3
2025-05-23,Friday,Breakfast,Veg Thali,Meals,506,133,86,47,90,Sunny,Yes,3.4
2025-05-03,Saturday,Evening,Samosa,Snacks,573,179,179,0,20,Rainy,No,3.9
2025-08-28,Thursday,Evening,Veg Sandwich,Snacks,367,136,92,44,40,Cloudy,No,3.9
2025-11-27,Thursday,Evening,Vada Pav,Snacks,534,139,108,31,25,Sunny,Yes,3.1
2025-01-01,Wednesday,Evening,Masala Dosa,Meals,410,139,107,32,60,Cloudy,Yes,4.1
2025-07-21,Monday,Breakfast,Samosa,Snacks,478,144,110,34,20,Rainy,No,4.6
2025-06-27,Friday,Evening,Masala Dosa,Meals,246,92,31,61,60,Rainy,No,3.4
2025-04-26,Saturday,Evening,Vada Pav,Snacks,218,91,37,54,25,Cloudy,Yes,4.0
2025-08-19,Tuesday,Breakfast,Coffee,Drinks,383,125,75,50,25,Cloudy,No,3.1
2025-02-24,Monday,Evening,Cold Drink,Drinks,419,121,67,54,30,Cloudy,Yes,4.1
2025-08-10,Sunday,Breakfast,Masala Dosa,Meals,514,154,132,22,60,Cloudy,Yes,4.7
2025-12-31,Wednesday,Evening,Coffee,Drinks,427,125,82,43,25,Rainy,No,3.0
2025-12-08,Monday,Lunch,Coffee,Drinks,319,118,67,51,25,Rainy,Yes,4.6
2025-06-09,Monday,Lunch,Coffee,Drinks,178,92,28,64,25,Cloudy,Yes,4.1
2025-05-04,Sunday,Breakfast,Veg Sandwich,Snacks,226,93,40,53,40,Cloudy,No,3.8
