Transaction_ID,Food_Item
2084,Idli
2084,Tea
2085,Idli
2085,Tea
2085,Veg Thali
2086,Idli
2086,Tea
2087,Vada Pav
2087,Cold Drink
2088,Veg Thali
2089,Idli
2089,Tea
2090,Veg Sandwich
2091,Idli
2092,Pav Bhaji
2093,Masala Dosa
2093,Tea
2094,Veg Sandwich
2094,Cold Drink
2094,Vada Pav
2095,Idli
2095,Coffee
2096,Tea
2097,Masala Dosa
2098,Vada Pav
2098,Cold Drink
2099,Pav Bhaji
2099,Cold Drink
2100,Samosa
2100,Tea
2101,Coffee
2102,Cold Drink
2103,Tea
2104,Vada Pav
2104,Cold Drink
2105,Veg Thali
2106,Coffee
2107,Pav Bhaji
2108,Veg Sandwich
2108,Cold Drink
2109,Pav Bhaji
2110,Veg Thali
2111,Veg Thali
2112,Veg Thali
2113,Tea
2114,Masala Dosa
2115,Masala Dosa
2115,Tea
2116,Vada Pav
2116,Cold Drink
2116,Veg Sandwich
2117,Samosa
2117,Tea
2118,Coffee
2119,Veg Thali
2120,Veg Sandwich
2120,Cold Drink
2120,Idli
2121,Masala Dosa
2122,Samosa
2122,Tea
2123,Tea
2124,Idli
2124,Samosa
2125,Vada Pav
2125,Cold Drink
2126,Samosa
2126,Tea
2127,Veg Thali
2128,Pav Bhaji
2128,Cold Drink
2129,Veg Thali
2130,Tea
2131,Veg Sandwich
2131,Cold Drink
2132,Vada Pav
2132,Cold Drink
2133,Masala Dosa
2133,Tea
2133,Coffee
2134,Samosa
2134,Tea
2135,Masala Dosa
2135,Tea
2135,Coffee
2136,Veg Thali
2136,Samosa
2137,Samosa
2137,Tea
2138,Coffee
2139,Vada Pav
2139,Veg Sandwich
2140,Tea
2141,Pav Bhaji
2142,Cold Drink
2143,Coffee
2144,Tea
2145,Samosa
2145,Tea
2145,Coffee
2146,Samosa
2146,Tea
2147,Pav Bhaji
2147,Cold Drink
2148,Veg Sandwich
2148,Cold Drink
2149,Samosa
2149,Tea
2150,Pav Bhaji
2150,Cold Drink
2151,Veg Thali
2152,Vada Pav
2152,Cold Drink
2153,Masala Dosa
2153,Tea
2154,Samosa
2154,Tea
2155,Samosa
2156,Masala Dosa
2156,Tea
2156,Idli
2157,Masala Dosa
2157,Tea
2157,Cold Drink
2158,Veg Thali
2159,Coffee
2160,Veg Sandwich
2160,Cold Drink
2161,Tea
2161,Cold Drink
2162,Coffee
2163,Cold Drink
2163,Idli
2164,Masala Dosa
2164,Vada Pav
2165,Coffee
2166,Coffee
2167,Idli
2167,Tea
2168,Vada Pav
2168,Cold Drink
2169,Veg Thali
2170,Samosa
2170,Tea
2170,Idli
2171,Samosa
2171,Coffee
2172,Idli
2173,Masala Dosa
2173,Tea
2174,Tea
2175,Idli
2175,Tea
2176,Masala Dosa
2177,Pav Bhaji
2177,Cold Drink
2178,Tea
2178,Pav Bhaji
2179,Cold Drink
2179,Masala Dosa
2180,Idli
2180,Tea
2181,Tea
2182,Veg Sandwich
2183,Vada Pav
2184,Idli
2185,Coffee
2186,Masala Dosa
2186,Tea
2187,Coffee
2188,Vada Pav
2189,Coffee
2190,Samosa
2190,Tea
2191,Pav Bhaji
2191,Cold Drink
2192,Masala Dosa
2192,Tea
2193,Samosa
2193,Tea
2194,Cold Drink
2195,Coffee
2196,Masala Dosa
2196,Tea
2196,Vada Pav
2197,Coffee
2198,Vada Pav
2198,Pav Bhaji
2199,Veg Thali
2200,Veg Thali
2201,Coffee
2201,Veg Sandwich
2202,Cold Drink
2202,Veg Sandwich
2203,Coffee
2204,Samosa
2205,Idli
2205,Tea
2206,Pav Bhaji
2206,Cold Drink
2206,Masala Dosa
2207,Samosa
2207,Tea
2208,Masala Dosa
2208,Tea
2209,Coffee
2210,Veg Sandwich
2210,Idli
2211,Coffee
2211,Pav Bhaji
2212,Vada Pav
2212,Cold Drink
2212,Pav Bhaji
2213,Veg Thali
2214,Vada Pav
2214,Cold Drink
2215,Veg Thali
2215,Coffee
2216,Coffee
2217,Pav Bhaji
2217,Cold Drink
2218,Vada Pav
2219,Idli
2220,Cold Drink
2221,Samosa
2221,Tea
2222,Masala Dosa
2222,Tea
2223,Veg Thali
2223,Tea
2224,Masala Dosa
2224,Tea
2225,Masala Dosa
2226,Vada Pav
2227,Tea
2228,Veg Sandwich
2229,Cold Drink
2230,Tea
2231,Samosa
2231,Tea
2232,Cold Drink
2233,Tea
2234,Vada Pav
2234,Cold Drink
2235,Samosa
2235,Tea
2236,Vada Pav
2237,Idli
2237,Tea
2238,Vada Pav
2239,Pav Bhaji
2240,Veg Sandwich
2240,Pav Bhaji
2241,Cold Drink
2241,Tea
2242,Veg Thali
2243,Idli
2243,Tea
2244,Samosa
2244,Tea
2245,Veg Sandwich
2245,Cold Drink
2246,Pav Bhaji
2247,Coffee
2248,Pav Bhaji
2248,Cold Drink
2249,Samosa
2249,Tea
2250,Vada Pav
2251,Samosa
2251,Tea
2252,Idli
2253,Masala Dosa
2253,Tea
2254,Cold Drink
2255,Veg Thali
2255,Pav Bhaji
2256,Pav Bhaji
2256,Cold Drink
2257,Samosa
2257,Tea
2258,Cold Drink
2259,Coffee
2260,Samosa
2260,Tea
2261,Samosa
2261,Tea
2262,Veg Thali
2263,Samosa
2263,Tea
2264,Vada Pav
2264,Cold Drink
2265,Cold Drink
2266,Veg Sandwich
2266,Cold Drink
2267,Cold Drink
2268,Coffee
2269,Coffee
2270,Veg Sandwich
2270,Cold Drink
2270,Masala Dosa
2271,Cold Drink
2272,Tea
2273,Pav Bhaji
2273,Cold Drink
2274,Cold Drink
2275,Coffee
2276,Idli
2276,Tea
2277,Vada Pav
2278,Pav Bhaji
2279,Veg Sandwich
2279,Cold Drink
2280,Vada Pav
2280,Cold Drink
2281,Veg Thali
2281,Vada Pav
2282,Vada Pav
2282,Cold Drink
2282,Pav Bhaji
2283,Idli
2283,Tea
2284,Vada Pav
2284,Cold Drink
2285,Pav Bhaji
2285,Coffee
2286,Cold Drink
2287,Cold Drink
2288,Veg Sandwich
2288,Cold Drink
2289,Vada Pav
2290,Vada Pav
2290,Cold Drink
2291,Cold Drink
2292,Veg Thali
2293,Veg Thali
2294,Idli
2295,Coffee
2296,Samosa
2297,Vada Pav
2297,Veg Sandwich
2298,Tea
2299,Masala Dosa
2299,Tea
2299,Veg Sandwich
2300,Idli
2301,Masala Dosa
2302,Masala Dosa
2302,Tea
2303,Coffee
2304,Samosa
2305,Coffee
2306,Idli
2306,Tea
2306,Pav Bhaji
2307,Tea
2308,Pav Bhaji
2308,Cold Drink
2309,Pav Bhaji
2309,Cold Drink
2310,Cold Drink
2310,Coffee
2311,Tea
2312,Veg Thali
2312,Tea
2313,Tea
2313,Idli
2314,Idli
2314,Tea
2315,Coffee
2316,Cold Drink
2317,Samosa
2318,Tea
2319,Veg Thali
2320,Cold Drink
2321,Idli
2321,Vada Pav
2322,Tea
2323,Coffee
2323,Veg Thali
2324,Idli
2324,Tea
2325,Coffee
2326,Veg Sandwich
2326,Cold Drink
2327,Coffee
2327,Veg Thali
2328,Tea
2328,Masala Dosa
2329,Veg Sandwich
2329,Cold Drink
2330,Samosa
2330,Tea
2331,Coffee
2332,Veg Thali
2333,Coffee
2334,Samosa
2334,Tea
2335,Veg Sandwich
2336,Vada Pav
2336,Cold Drink
2337,Vada Pav
2337,Cold Drink
2337,Pav Bhaji
2338,Tea
2339,Pav Bhaji
2339,Cold Drink
2340,Samosa
2340,Tea
2341,Vada Pav
2342,Vada Pav
2342,Cold Drink
2343,Veg Thali
2344,Pav Bhaji
2344,Cold Drink
2345,Vada Pav
2345,Cold Drink
2346,Pav Bhaji
2347,Vada Pav
2347,Cold Drink
2347,Masala Dosa
2348,Masala Dosa
2349,Cold Drink
2350,Cold Drink
2351,Samosa
2351,Tea
2352,Samosa
2353,Coffee
2354,Pav Bhaji
2354,Cold Drink
2355,Idli
2355,Tea
2356,Vada Pav
2356,Samosa
2357,Masala Dosa
2357,Tea
2358,Masala Dosa
2358,Tea
2359,Samosa
2359,Tea
2360,Samosa
2360,Tea
2361,Tea
2361,Samosa
2362,Veg Sandwich
2363,Veg Sandwich
2363,Cold Drink
2364,Veg Sandwich
2364,Cold Drink
2365,Samosa
2366,Masala Dosa
2366,Tea
2367,Pav Bhaji
2367,Cold Drink
2367,Veg Thali
2368,Idli
2368,Tea
2368,Cold Drink
2369,Idli
2369,Tea
2370,Samosa
2371,Cold Drink
2372,Masala Dosa
2372,Cold Drink
2373,Veg Sandwich
2373,Masala Dosa
2374,Cold Drink
2375,Coffee
2376,Idli
2376,Tea
2377,Samosa
2377,Tea
2378,Tea
2379,Cold Drink
2380,Samosa
2381,Coffee
2381,Vada Pav
2382,Coffee
2383,Veg Thali
2384,Veg Sandwich
2384,Cold Drink
2385,Tea
2386,Idli
2387,Coffee
2388,Tea
2389,Tea
2389,Samosa
2390,Coffee
2391,Pav Bhaji
2391,Cold Drink
2392,Coffee
2393,Tea
2394,Samosa
2394,Tea
2395,Idli
2396,Vada Pav
2396,Cold Drink
2397,Pav Bhaji
2397,Cold Drink
2398,Tea
2399,Coffee
2400,Idli
2400,Tea
2401,Tea
2402,Idli
2403,Cold Drink
2404,Coffee
2404,Veg Thali
2405,Coffee
2406,Vada Pav
2406,Cold Drink
2407,Samosa
2407,Tea
2407,Vada Pav
2408,Tea
2409,Pav Bhaji
2409,Cold Drink
2410,Samosa
2411,Cold Drink
2412,Coffee
2413,Coffee
2414,Veg Thali
2415,Cold Drink
2416,Veg Sandwich
2417,Samosa
2417,Tea
2418,Tea
2419,Veg Sandwich
2419,Cold Drink
2420,Veg Thali
2421,Vada Pav
2421,Cold Drink
2421,Tea
2422,Coffee
2423,Idli
2424,Cold Drink
2425,Coffee
2426,Vada Pav
2426,Cold Drink
2427,Coffee
2428,Tea
2429,Pav Bhaji
2430,Veg Sandwich
2430,Cold Drink
2430,Pav Bhaji
2431,Pav Bhaji
2432,Pav Bhaji
2432,Cold Drink
2433,Pav Bhaji
2433,Cold Drink
2433,Masala Dosa
2434,Masala Dosa
2434,Tea
2435,Samosa
2435,Veg Thali
2436,Samosa
2436,Tea
2436,Pav Bhaji
2437,Veg Sandwich
2437,Cold Drink
2438,Idli
2438,Tea
2439,Veg Sandwich
2440,Pav Bhaji
2440,Cold Drink
2441,Idli
2441,Tea
2442,Masala Dosa
2442,Tea
2443,Pav Bhaji
2443,Cold Drink
2444,Tea
2445,Samosa
2446,Veg Thali
2447,Veg Thali
2448,Tea
2449,Idli
2450,Samosa
2450,Tea
2451,Idli
2452,Masala Dosa
2452,Tea
2452,Veg Thali
2453,Cold Drink
2454,Tea
2455,Pav Bhaji
2455,Cold Drink
2456,Idli
2456,Tea
2457,Cold Drink
2457,Veg Sandwich
2458,Cold Drink
2459,Idli
2459,Tea
2460,Coffee
2461,Cold Drink
2462,Tea
2463,Veg Sandwich
2463,Cold Drink
2464,Vada Pav
2464,Cold Drink
2465,Veg Thali
2466,Tea
2467,Samosa
2467,Tea
2468,Veg Thali
2469,Vada Pav
2469,Cold Drink
2470,Tea
2471,Vada Pav
2471,Cold Drink
2472,Veg Thali
2473,Cold Drink
2474,Tea
2475,Veg Sandwich
2475,Cold Drink
2476,Veg Sandwich
2476,Cold Drink
2477,Cold Drink
2477,Veg Sandwich
2478,Coffee
2479,Veg Sandwich
2479,Idli
2480,Veg Thali
2481,Tea
2482,Samosa
2482,Tea
2483,Vada Pav
2483,Cold Drink
2484,Cold Drink
2485,Cold Drink
2486,Idli
2487,Veg Thali
2488,Samosa
2488,Tea
2488,Pav Bhaji
2489,Pav Bhaji
2490,Masala Dosa
2491,Samosa
2491,Tea
2492,Coffee
2493,Idli
2493,Tea
2494,Samosa
2494,Tea
2495,Masala Dosa
2496,Vada Pav
2496,Cold Drink
2497,Veg Thali
2497,Idli
2498,Veg Sandwich
2499,Veg Sandwich
2500,Masala Dosa
2500,Tea
2501,Pav Bhaji
2502,Cold Drink
2503,Coffee
2504,Tea
2505,Veg Thali
2506,Masala Dosa
2506,Tea
2507,Vada Pav
2508,Tea
2509,Veg Thali
2510,Coffee
2511,Tea
2512,Pav Bhaji
2513,Samosa
2514,Cold Drink
2514,Tea
2515,Idli
2516,Pav Bhaji
2516,Cold Drink
2516,Veg Sandwich
2517,Vada Pav
2518,Vada Pav
2518,Cold Drink
2519,Veg Thali
2520,Samosa
2520,Tea
2521,Vada Pav
2522,Pav Bhaji
2522,Cold Drink
2523,Vada Pav
2523,Cold Drink
2524,Pav Bhaji
2524,Tea
2525,Pav Bhaji
2525,Cold Drink
2526,Idli
2526,Tea
2527,Cold Drink
2528,Masala Dosa
2529,Masala Dosa
2529,Tea
2530,Veg Sandwich
2530,Cold Drink
2531,Veg Thali
2531,Pav Bhaji
2532,Vada Pav
2532,Cold Drink
2533,Tea
2534,Coffee
2535,Coffee
2535,Masala Dosa
2536,Masala Dosa
2537,Veg Thali
2538,Coffee
2539,Tea
2540,Idli
2540,Tea
2541,Masala Dosa
2541,Tea
2542,Vada Pav
2542,Cold Drink
2543,Masala Dosa
2543,Tea
2544,Pav Bhaji
2545,Samosa
2545,Tea
2545,Pav Bhaji
2546,Tea
2547,Tea
2548,Idli
2548,Tea
2548,Veg Sandwich
2549,Veg Sandwich
2549,Cold Drink
2550,Pav Bhaji
2551,Idli
2552,Veg Sandwich
2552,Cold Drink
2553,Veg Thali
2554,Pav Bhaji
2554,Cold Drink
2555,Veg Sandwich
2555,Cold Drink
2556,Cold Drink
2557,Pav Bhaji
2558,Cold Drink
2559,Veg Thali
2559,Veg Sandwich
2560,Vada Pav
2560,Cold Drink
2561,Veg Thali
2562,Tea
2563,Veg Thali
2564,Veg Thali
2565,Tea
2566,Pav Bhaji
2567,Vada Pav
2567,Cold Drink
2568,Coffee
2568,Vada Pav
2569,Veg Sandwich
2569,Cold Drink
2569,Veg Thali
2570,Vada Pav
2571,Coffee
2571,Pav Bhaji
2572,Cold Drink
2573,Coffee
2573,Vada Pav
2574,Samosa
2574,Tea
2575,Veg Thali
2575,Vada Pav
2576,Cold Drink
2577,Idli
2578,Idli
2579,Vada Pav
2579,Cold Drink
2579,Coffee
2580,Samosa
2581,Tea
2582,Samosa
2583,Coffee
2584,Coffee
2585,Veg Thali
2586,Veg Sandwich
2586,Cold Drink
2586,Idli
2587,Coffee
2588,Idli
2588,Tea
2589,Veg Thali
2590,Veg Sandwich
2591,Idli
2591,Tea
2592,Vada Pav
2592,Cold Drink
2593,Tea
2593,Masala Dosa
2594,Vada Pav
2594,Cold Drink
2595,Vada Pav
2595,Cold Drink
2596,Tea
2597,Veg Thali
2598,Idli
2598,Tea
2599,Pav Bhaji
2599,Cold Drink
2600,Tea
2601,Idli
2601,Tea
2602,Pav Bhaji
2603,Tea
2603,Cold Drink
2604,Pav Bhaji
2605,Vada Pav
2606,Cold Drink
2606,Coffee
2607,Tea
2607,Coffee
2608,Veg Thali
2608,Vada Pav
2609,Veg Thali
2610,Cold Drink
2611,Idli
2611,Tea
2611,Veg Sandwich
2612,Cold Drink
2612,Tea
2613,Tea
2613,Idli
2614,Veg Thali
2615,Idli
2615,Tea
2616,Samosa
2617,Vada Pav
2617,Tea
2618,Veg Thali
2619,Coffee
2620,Coffee
2621,Veg Thali
2622,Vada Pav
2622,Cold Drink
2622,Idli
2623,Veg Thali
2624,Samosa
2624,Tea
2625,Samosa
2625,Tea
2626,Coffee
2627,Idli
2628,Idli
2628,Tea
2629,Tea
2630,Samosa
2630,Tea
2631,Veg Sandwich
2632,Masala Dosa
2632,Tea
2633,Tea
2634,Cold Drink
2634,Veg Thali
2635,Coffee
2635,Tea
2636,Veg Sandwich
2636,Cold Drink
2637,Coffee
2638,Coffee
2639,Idli
2639,Tea
2640,Tea
2640,Veg Sandwich
2641,Samosa
2641,Tea
2642,Tea
2643,Idli
2643,Tea
2644,Veg Thali
2644,Tea
2645,Coffee
2646,Idli
2647,Coffee
2648,Veg Sandwich
2648,Cold Drink
2649,Pav Bhaji
2650,Tea
2651,Samosa
2651,Tea
2652,Pav Bhaji
2652,Cold Drink
2653,Vada Pav
2653,Cold Drink
2653,Pav Bhaji
2654,Coffee
2655,Masala Dosa
2655,Tea
2656,Idli
2657,Coffee
2657,Veg Thali
2658,Tea
2659,Pav Bhaji
2660,Vada Pav
2661,Samosa
2661,Tea
2661,Masala Dosa
2662,Vada Pav
2662,Tea
2663,Coffee
2664,Masala Dosa
2664,Tea
2665,Pav Bhaji
2666,Vada Pav
2666,Cold Drink
2667,Cold Drink
2667,Samosa
2668,Pav Bhaji
2668,Cold Drink
2669,Samosa
2669,Tea
2670,Pav Bhaji
2671,Cold Drink
2672,Vada Pav
2673,Idli
2674,Coffee
2675,Samosa
2676,Idli
2677,Cold Drink
2677,Samosa
2678,Vada Pav
2679,Pav Bhaji
2679,Cold Drink
2680,Coffee
2681,Coffee
2682,Samosa
2682,Tea
2683,Vada Pav
2683,Cold Drink
2684,Tea
2685,Veg Sandwich
2685,Cold Drink
2686,Pav Bhaji
2686,Cold Drink
2686,Veg Thali
2687,Pav Bhaji
2688,Masala Dosa
2688,Tea
2689,Tea
2690,Vada Pav
2691,Tea
2692,Cold Drink
2693,Pav Bhaji
2694,Veg Sandwich
2695,Samosa
2695,Tea
2696,Vada Pav
2696,Cold Drink
2697,Veg Sandwich
2698,Idli
2698,Tea
2699,Cold Drink
2700,Tea
2701,Cold Drink
2702,Pav Bhaji
2702,Veg Thali
2703,Cold Drink
2704,Vada Pav
2705,Masala Dosa
2706,Idli
2707,Tea
2708,Veg Thali
2708,Cold Drink
2709,Pav Bhaji
2709,Cold Drink
2710,Vada Pav
2710,Cold Drink
2711,Masala Dosa
2711,Tea
2712,Cold Drink
2713,Vada Pav
2713,Cold Drink
2714,Cold Drink
2715,Masala Dosa
2716,Tea
2717,Samosa
2718,Veg Thali
2719,Pav Bhaji
2719,Cold Drink
2720,Samosa
2720,Tea
2721,Veg Sandwich
2721,Cold Drink
2722,Idli
2722,Tea
2723,Cold Drink
2724,Masala Dosa
2724,Tea
2725,Idli
2726,Cold Drink
2727,Samosa
2727,Tea
2728,Pav Bhaji
2728,Cold Drink
2728,Tea
2729,Tea
2729,Veg Sandwich
2730,Tea
2731,Coffee
2732,Samosa
2732,Tea
2733,Idli
2733,Tea
2734,Veg Thali
2735,Tea
2736,Coffee
2737,Tea
2738,Vada Pav
2738,Cold Drink
2739,Coffee
2739,Cold Drink
2740,Cold Drink
2740,Masala Dosa
2741,Coffee
2742,Vada Pav
2743,Samosa
2743,Tea
2744,Samosa
2744,Tea
2745,Cold Drink
2745,Pav Bhaji
2746,Veg Thali
2747,Veg Thali
2748,Veg Sandwich
2748,Idli
2749,Tea
2749,Veg Thali
2750,Veg Thali
2751,Coffee
2751,Cold Drink
2752,Pav Bhaji
2752,Cold Drink
2752,Coffee
2753,Idli
2753,Tea
2754,Pav Bhaji
2755,Idli
2755,Tea
2755,Coffee
2756,Coffee
2757,Vada Pav
2758,Idli
2759,Masala Dosa
2760,Veg Sandwich
2761,Veg Thali
2762,Vada Pav
2763,Veg Thali
2764,Samosa
2764,Tea
2764,Idli
2765,Cold Drink
2766,Veg Sandwich
2767,Coffee
2768,Veg Sandwich
2768,Cold Drink
2769,Vada Pav
2770,Masala Dosa
2770,Tea
2771,Idli
2771,Tea
2772,Idli
2772,Tea
2773,Coffee
2774,Veg Sandwich
2774,Cold Drink
2775,Cold Drink
2776,Veg Thali
2776,Samosa
2777,Cold Drink
2777,Vada Pav
2778,Vada Pav
2778,Cold Drink
2778,Veg Thali
2779,Tea
2780,Veg Sandwich
2780,Cold Drink
2781,Veg Sandwich
2782,Samosa
2782,Tea
2783,Pav Bhaji
2783,Cold Drink
2784,Samosa
2784,Tea
2785,Idli
2785,Tea
2786,Cold Drink
2787,Samosa
2787,Tea
2788,Cold Drink
2789,Coffee
2789,Masala Dosa
2790,Veg Sandwich
2790,Cold Drink
2791,Samosa
2791,Tea
2792,Vada Pav
2792,Cold Drink
2793,Samosa
2794,Vada Pav
2794,Cold Drink
2795,Masala Dosa
2795,Tea
2796,Cold Drink
2797,Veg Sandwich
2798,Idli
2798,Tea
2799,Veg Sandwich
2799,Cold Drink
2800,Veg Thali
2801,Tea
2802,Masala Dosa
2802,Tea
2803,Veg Sandwich
2803,Cold Drink
2804,Samosa
2804,Tea
2805,Samosa
2806,Veg Thali
2807,Masala Dosa
2807,Tea
2808,Pav Bhaji
2809,Veg Thali
2810,Coffee
2811,Pav Bhaji
2811,Cold Drink
2812,Idli
2812,Tea
2813,Vada Pav
2813,Coffee
2814,Veg Sandwich
2815,Tea
2816,Coffee
2817,Cold Drink
2817,Samosa
2818,Cold Drink
2818,Coffee
2819,Samosa
2819,Tea
2820,Idli
2820,Tea
2820,Veg Sandwich
2821,Samosa
2821,Tea
2822,Coffee
2822,Veg Sandwich
2823,Veg Thali
2824,Pav Bhaji
2824,Cold Drink
2825,Veg Thali
2826,Masala Dosa
2826,Tea
2827,Pav Bhaji
2827,Cold Drink
2828,Idli
2828,Tea
2829,Samosa
2830,Coffee
2830,Masala Dosa
2831,Idli
2832,Vada Pav
2832,Cold Drink
2832,Samosa
2833,Vada Pav
2833,Cold Drink
2834,Masala Dosa
2835,Veg Thali
2835,Veg Sandwich
2836,Cold Drink
2837,Cold Drink
2838,Veg Sandwich
2839,Veg Sandwich
2840,Tea
2841,Cold Drink
2842,Pav Bhaji
2842,Cold Drink
2842,Masala Dosa
2843,Veg Sandwich
2843,Cold Drink
2844,Coffee
2845,Tea
2845,Samosa
2846,Idli
2847,Masala Dosa
2848,Samosa
2848,Pav Bhaji
2849,Veg Thali
2849,Samosa
2850,Veg Sandwich
2850,Cold Drink
2851,Idli
2852,Veg Thali
2853,Coffee
2854,Pav Bhaji
2855,Cold Drink
2856,Samosa
2857,Samosa
2857,Tea
2858,Samosa
2859,Tea
2860,Samosa
2860,Coffee
2861,Veg Sandwich
2861,Cold Drink
2862,Samosa
2862,Tea
2862,Veg Sandwich
2863,Veg Thali
2864,Tea
2865,Masala Dosa
2866,Idli
2866,Tea
2867,Tea
2868,Idli
2868,Tea
2869,Veg Sandwich
2869,Cold Drink
2870,Masala Dosa
2870,Tea
2870,Samosa
2871,Idli
2872,Vada Pav
2873,Tea
2874,Idli
2874,Tea
2875,Veg Sandwich
2875,Cold Drink
2876,Tea
2877,Pav Bhaji
2877,Cold Drink
2878,Vada Pav
2878,Cold Drink
2879,Pav Bhaji
2879,Cold Drink
2880,Cold Drink
2881,Vada Pav
2881,Cold Drink
2882,Cold Drink
2883,Tea
2884,Masala Dosa
2884,Tea
2885,Samosa
2885,Tea
2886,Coffee
2887,Pav Bhaji
2888,Pav Bhaji
2889,Vada Pav
2889,Cold Drink
2890,Veg Sandwich
2890,Cold Drink
2891,Masala Dosa
2892,Masala Dosa
2892,Tea
2893,Pav Bhaji
2894,Tea
2894,Veg Sandwich
2895,Pav Bhaji
2895,Cold Drink
2896,Cold Drink
2896,Veg Thali
2897,Coffee
2897,Idli
2898,Pav Bhaji
2898,Cold Drink
2898,Masala Dosa
2899,Veg Thali
2900,Vada Pav
2900,Cold Drink
2901,Vada Pav
2901,Cold Drink
2901,Veg Thali
2902,Samosa
2902,Tea
2903,Tea
2904,Samosa
2904,Tea
2905,Coffee
2906,Pav Bhaji
2907,Idli
2908,Samosa
2908,Tea
2909,Vada Pav
2909,Tea
2910,Pav Bhaji
2910,Cold Drink
2911,Masala Dosa
2912,Idli
2912,Tea
2913,Vada Pav
2913,Cold Drink
2913,Veg Thali
2914,Vada Pav
2915,Coffee
2916,Samosa
2917,Idli
2917,Tea
2918,Cold Drink
2919,Cold Drink
2920,Pav Bhaji
2921,Coffee
2922,Coffee
2923,Idli
2923,Tea
2924,Idli
2925,Masala Dosa
2925,Tea
2926,Masala Dosa
2926,Tea
2927,Idli
2927,Tea
2928,Veg Thali
2929,Vada Pav
2930,Cold Drink
2931,Idli
2931,Tea
2932,Pav Bhaji
2932,Cold Drink
2933,Tea
2934,Coffee
2935,Tea
2935,Coffee
2936,Masala Dosa
2936,Tea
2936,Samosa
2937,Veg Thali
2938,Cold Drink
2939,Samosa
2940,Samosa
2940,Tea
2941,Cold Drink
2942,Masala Dosa
2943,Veg Thali
2943,Idli
2944,Vada Pav
2945,Cold Drink
2946,Veg Sandwich
2947,Pav Bhaji
2948,Tea
2949,Veg Sandwich
2949,Cold Drink
2950,Vada Pav
2951,Masala Dosa
2951,Tea
2952,Cold Drink
2953,Coffee
2954,Samosa
2954,Tea
2955,Masala Dosa
2955,Tea
2956,Veg Sandwich
2956,Cold Drink
2957,Vada Pav
2957,Cold Drink
2958,Coffee
2959,Pav Bhaji
2959,Cold Drink
2960,Tea
2961,Cold Drink
2962,Idli
2962,Tea
2963,Vada Pav
2963,Cold Drink
2964,Pav Bhaji
2965,Idli
2965,Tea
2966,Tea
2967,Tea
2968,Masala Dosa
2968,Tea
2969,Coffee
2970,Veg Thali
2970,Samosa
2971,Cold Drink
2971,Idli
2972,Coffee
2972,Masala Dosa
2973,Samosa
2974,Masala Dosa
2974,Tea
2975,Samosa
2975,Tea
2976,Veg Sandwich
2976,Cold Drink
2977,Tea
2978,Samosa
2978,Tea
2979,Samosa
2979,Tea
2980,Masala Dosa
2980,Tea
2981,Tea
2982,Coffee
2982,Idli
2983,Veg Thali
2984,Cold Drink
2985,Coffee
2986,Veg Sandwich
2987,Tea
2988,Masala Dosa
2988,Tea
2989,Coffee
2990,Idli
2990,Tea
2990,Coffee
2991,Pav Bhaji
2992,Veg Thali
2993,Vada Pav
2993,Cold Drink
2993,Idli
2994,Tea
2995,Vada Pav
2995,Veg Sandwich
2996,Masala Dosa
2996,Cold Drink
2997,Veg Thali
2998,Samosa
2998,Tea
2999,Masala Dosa
3000,Cold Drink
3000,Pav Bhaji
3001,Samosa
3002,Pav Bhaji
3002,Cold Drink
3002,Masala Dosa
3003,Cold Drink
3003,Veg Sandwich
3004,Samosa
3004,Tea
3005,Coffee
3006,Tea
3007,Tea
3007,Veg Thali
3008,Samosa
3008,Coffee
3009,Coffee
3010,Samosa
3010,Tea
3011,Coffee
3011,Veg Thali
3012,Vada Pav
3012,Cold Drink
3012,Samosa
3013,Vada Pav
3013,Cold Drink
3014,Tea
3014,Veg Sandwich
3015,Veg Thali
3015,Pav Bhaji
3016,Vada Pav
3016,Cold Drink
3017,Masala Dosa
3017,Tea
3017,Cold Drink
3018,Samosa
3018,Tea
3019,Veg Sandwich
3019,Cold Drink
3019,Tea
3020,Masala Dosa
3021,Masala Dosa
3021,Tea
3021,Veg Sandwich
3022,Veg Sandwich
3022,Cold Drink
3022,Samosa
3023,Masala Dosa
3023,Vada Pav
3024,Vada Pav
3024,Cold Drink
3025,Pav Bhaji
3025,Cold Drink
3026,Idli
3026,Tea
3027,Tea
3027,Masala Dosa
3028,Samosa
3028,Tea
3029,Pav Bhaji
3029,Cold Drink
3030,Masala Dosa
3030,Tea
3031,Idli
3031,Tea
3031,Masala Dosa
3032,Tea
3033,Idli
3033,Tea
3034,Cold Drink
3035,Idli
3035,Tea
3036,Idli
3036,Tea
3037,Tea
3038,Vada Pav
3038,Cold Drink
3039,Pav Bhaji
3040,Samosa
3040,Tea
3041,Idli
3041,Tea
3042,Masala Dosa
3042,Tea
3043,Veg Sandwich
3043,Cold Drink
3044,Samosa
3044,Tea
3045,Masala Dosa
3045,Tea
3045,Pav Bhaji
3046,Coffee
3047,Vada Pav
3047,Cold Drink
3048,Masala Dosa
3049,Coffee
3050,Pav Bhaji
3050,Cold Drink
3051,Veg Sandwich
3051,Cold Drink
3052,Veg Thali
3053,Masala Dosa
3054,Masala Dosa
3054,Tea
3055,Masala Dosa
3055,Tea
3056,Pav Bhaji
3056,Cold Drink
3057,Samosa
3057,Masala Dosa
